video_id,published_at,comment
VHvRN6E7lZc,2025-05-27T19:06:17Z,Ty!
VHvRN6E7lZc,2025-05-27T19:02:34Z,Thank you for not doing this with Reese!! To be fair it’d be a lot easier to see her airball miss😂
VHvRN6E7lZc,2025-05-27T18:45:57Z,The editing is top-tier. Seriously impressive
VHvRN6E7lZc,2025-05-27T18:42:59Z,Tyler😂😂
VHvRN6E7lZc,2025-05-27T18:14:04Z,Who the heck made it?!?!
VHvRN6E7lZc,2025-05-27T17:58:12Z,I slowed it down and it was TY
VHvRN6E7lZc,2025-05-27T17:53:21Z,Algorithm finally did something right
VHvRN6E7lZc,2025-05-27T17:52:56Z,Jesus christ dude perfect still sucks
VHvRN6E7lZc,2025-05-27T16:56:40Z,She missed
VHvRN6E7lZc,2025-05-27T16:05:10Z,It wasn’t caitlin
VHvRN6E7lZc,2025-05-27T15:59:30Z,Caitlin Clark all the way she’s the best! 🏀🏀🏀🏀🏀
VHvRN6E7lZc,2025-05-27T15:59:11Z,I didn t expect to love this as much as I do
VHvRN6E7lZc,2025-05-27T15:08:54Z,Tyyyyyyyyyyyyyy
VHvRN6E7lZc,2025-05-27T14:56:28Z,Clark's got bounced to the right.
VHvRN6E7lZc,2025-05-27T14:39:18Z,Tyler’s
VHvRN6E7lZc,2025-05-27T14:36:39Z,it was coby i think
VHvRN6E7lZc,2025-05-27T14:01:56Z,Tyler!
VHvRN6E7lZc,2025-05-27T13:36:45Z,"Very tough…Ty is the only one that makes sense, I think I can see all the others clearly miss 😅"
VHvRN6E7lZc,2025-05-27T13:21:27Z,"When in doubt, guess Tyler"
VHvRN6E7lZc,2025-05-27T13:05:12Z,You just earned a new subscriber
VHvRN6E7lZc,2025-05-27T12:50:43Z,Clarks got DENIED
VHvRN6E7lZc,2025-05-27T12:34:14Z,COBY!!!
VHvRN6E7lZc,2025-05-27T12:33:55Z,Coby
VHvRN6E7lZc,2025-05-27T12:13:37Z,The one with the white shirt
VHvRN6E7lZc,2025-05-27T12:12:08Z,Cody or Coby or cory
VHvRN6E7lZc,2025-05-27T12:05:32Z,"Ty 
Did
It"
VHvRN6E7lZc,2025-05-27T11:38:05Z,Garrett’s Went in
VHvRN6E7lZc,2025-05-27T10:39:22Z,Tyler
VHvRN6E7lZc,2025-05-27T10:39:14Z,Yler
VHvRN6E7lZc,2025-05-27T10:19:09Z,It was in fact Tyler
VHvRN6E7lZc,2025-05-27T09:51:09Z,For thoes wondering how to slow down the video: Click here 0:00 and use the YouTube playback speed option.
VHvRN6E7lZc,2025-05-27T09:38:08Z,Corey
VHvRN6E7lZc,2025-05-27T04:22:14Z,Ty every day of the week and twice on Sunday
VHvRN6E7lZc,2025-05-27T04:14:58Z,Coby
VHvRN6E7lZc,2025-05-27T03:27:18Z,Colby
VHvRN6E7lZc,2025-05-27T03:06:19Z,It was Ty
VHvRN6E7lZc,2025-05-27T02:54:31Z,Ty
VHvRN6E7lZc,2025-05-27T02:22:46Z,Ty
VHvRN6E7lZc,2025-05-27T02:03:19Z,Ty and Cory
VHvRN6E7lZc,2025-05-27T01:58:35Z,It was Ty
VHvRN6E7lZc,2025-05-27T01:38:10Z,Oh can you guys do hide and seek?
VHvRN6E7lZc,2025-05-27T01:37:58Z,It’s Ty!
VHvRN6E7lZc,2025-05-27T01:37:23Z,Tyler!
VHvRN6E7lZc,2025-05-27T01:28:49Z,Coby
VHvRN6E7lZc,2025-05-27T01:05:45Z,Coby
VHvRN6E7lZc,2025-05-27T00:58:41Z,Tt
VHvRN6E7lZc,2025-05-27T00:51:29Z,Ty
VHvRN6E7lZc,2025-05-26T23:41:25Z,It for real Ty!!!!!’
VHvRN6E7lZc,2025-05-26T23:26:12Z,Ty
VHvRN6E7lZc,2025-05-26T23:12:52Z,Ty
VHvRN6E7lZc,2025-05-26T23:08:52Z,Tyler
VHvRN6E7lZc,2025-05-26T22:51:50Z,2 went in
VHvRN6E7lZc,2025-05-26T22:50:27Z,Tyler!
VHvRN6E7lZc,2025-05-26T21:59:57Z,Ty
VHvRN6E7lZc,2025-05-26T21:55:12Z,It’s was ty
VHvRN6E7lZc,2025-05-26T21:48:09Z,Tyyyyy
VHvRN6E7lZc,2025-05-26T21:21:26Z,I think Ty but could be wrong
VHvRN6E7lZc,2025-05-26T21:14:59Z,TYLER
VHvRN6E7lZc,2025-05-26T20:36:51Z,Tyyyyy
VHvRN6E7lZc,2025-05-26T20:34:35Z,I think it was Cory
VHvRN6E7lZc,2025-05-26T20:24:19Z,What’s up dudes I love your vids and I’m from Houston and now live in AZ
VHvRN6E7lZc,2025-05-26T20:23:03Z,The green shirt
VHvRN6E7lZc,2025-05-26T20:21:42Z,TT🎉
VHvRN6E7lZc,2025-05-26T20:02:43Z,Not Caitlin’s
VHvRN6E7lZc,2025-05-26T20:00:28Z,It was Ben Simmons.... no doubt
VHvRN6E7lZc,2025-05-26T19:53:58Z,gotta b coby
VHvRN6E7lZc,2025-05-26T19:53:41Z,It Coby🎉🎉🎉🎉
VHvRN6E7lZc,2025-05-26T19:52:07Z,Coby
VHvRN6E7lZc,2025-05-26T19:44:02Z,Cory🎉
VHvRN6E7lZc,2025-05-26T19:37:21Z,Coby's
VHvRN6E7lZc,2025-05-26T19:25:57Z,Cory or Ty
VHvRN6E7lZc,2025-05-26T19:20:26Z,"After further investigation, it was Garretts ball that went in"
VHvRN6E7lZc,2025-05-26T19:03:33Z,2 of them went in 🤨🤨🤨
VHvRN6E7lZc,2025-05-26T18:37:26Z,Notice how Tyler is just smiling in the background it’s definitely him
VHvRN6E7lZc,2025-05-26T18:23:38Z,Not Caitlin.
VHvRN6E7lZc,2025-05-26T18:22:20Z,"The guy in the white shirt, black shorts"
VHvRN6E7lZc,2025-05-26T18:22:10Z,Ty
VHvRN6E7lZc,2025-05-26T18:05:22Z,coby
VHvRN6E7lZc,2025-05-26T17:33:22Z,"After further review, it was Tyler Tony."
VHvRN6E7lZc,2025-05-26T17:30:16Z,I think Ty and Coby both. That’s was like crazy
VHvRN6E7lZc,2025-05-26T17:21:59Z,I would back ty over any athlete
VHvRN6E7lZc,2025-05-26T17:14:31Z,Cc injured bro  2 weeks out
VHvRN6E7lZc,2025-05-26T17:11:33Z,6 shots total. 4 shots brick. Ty and Corys go in
VHvRN6E7lZc,2025-05-26T17:07:14Z,Cory
VHvRN6E7lZc,2025-05-26T16:48:36Z,I think it was TY
VHvRN6E7lZc,2025-05-26T16:40:40Z,Tyler
VHvRN6E7lZc,2025-05-26T16:36:26Z,The answer is who cares
VHvRN6E7lZc,2025-05-26T16:09:50Z,Ty
VHvRN6E7lZc,2025-05-26T16:03:50Z,Had to be TT
VHvRN6E7lZc,2025-05-26T15:51:42Z,People believe Ty want in first is funny to me because Ty ball never want in. It's one of the twin brothers. Lol
VHvRN6E7lZc,2025-05-26T15:45:20Z,Of course it was Ty the Goat
VHvRN6E7lZc,2025-05-26T15:40:01Z,Cory
VHvRN6E7lZc,2025-05-26T15:35:07Z,Ty
VHvRN6E7lZc,2025-05-26T15:23:52Z,Coby
VHvRN6E7lZc,2025-05-26T15:16:58Z,Cory I think or whichever twin was in the white shirt
VHvRN6E7lZc,2025-05-26T14:55:40Z,"White shirt twin
I don't know which ones which"
VHvRN6E7lZc,2025-05-26T14:50:50Z,Cory
VHvRN6E7lZc,2025-05-26T14:50:02Z,It was coby
VHvRN6E7lZc,2025-05-26T14:48:43Z,This has to happen
VHvRN6E7lZc,2025-05-26T14:44:25Z,W ty that was so hard❤❤❤
VHvRN6E7lZc,2025-05-26T14:38:09Z,It was ty
VHvRN6E7lZc,2025-05-26T14:37:13Z,Tyler
VHvRN6E7lZc,2025-05-26T14:30:03Z,Tyler. All the way.
VHvRN6E7lZc,2025-05-26T14:26:51Z,Coby
VHvRN6E7lZc,2025-05-26T14:22:27Z,Garret
VHvRN6E7lZc,2025-05-26T14:03:48Z,It was tyyy
VHvRN6E7lZc,2025-05-26T13:57:53Z,Coby and Ty’s
VHvRN6E7lZc,2025-05-26T13:46:04Z,Tyyy
VHvRN6E7lZc,2025-05-26T13:42:06Z,Ty
VHvRN6E7lZc,2025-05-26T13:33:59Z,Ty whent in the rest bounced of of eachother
VHvRN6E7lZc,2025-05-26T13:31:13Z,She didn't
VHvRN6E7lZc,2025-05-26T13:28:15Z,It was Tyler
VHvRN6E7lZc,2025-05-26T13:25:03Z,It was ty
VHvRN6E7lZc,2025-05-26T13:18:00Z,The woman's completely inappropriate self-confidence. I'm confused; she's not exactly in the position to be like that. Look in the mirror come on
VHvRN6E7lZc,2025-05-26T12:54:56Z,Kaitlyn clark
VHvRN6E7lZc,2025-05-26T12:54:45Z,Definitely Cory's
VHvRN6E7lZc,2025-05-26T12:53:22Z,coby
VHvRN6E7lZc,2025-05-26T12:49:26Z,After careful consideration i think its the guy in green
VHvRN6E7lZc,2025-05-26T12:35:50Z,I watch it a lot and I am pretty sure it is ty
VHvRN6E7lZc,2025-05-26T12:24:46Z,Clark and ty
VHvRN6E7lZc,2025-05-26T12:18:17Z,Cory
VHvRN6E7lZc,2025-05-26T11:13:13Z,corey
VHvRN6E7lZc,2025-05-26T10:44:50Z,Ty
VHvRN6E7lZc,2025-05-26T10:40:13Z,Algorithm finally did something right
VHvRN6E7lZc,2025-05-26T10:27:07Z,Is this sabrina
VHvRN6E7lZc,2025-05-26T10:05:44Z,Can we all agree this creator deserves more recognition
VHvRN6E7lZc,2025-05-26T09:49:15Z,Both of the twins
VHvRN6E7lZc,2025-05-26T09:47:40Z,Let the person whose ball went in be x. Find x
VHvRN6E7lZc,2025-05-26T09:45:09Z,Cory
VHvRN6E7lZc,2025-05-26T09:22:23Z,😮
VHvRN6E7lZc,2025-05-26T07:58:12Z,Cory
VHvRN6E7lZc,2025-05-26T07:08:55Z,CC got knocked out
VHvRN6E7lZc,2025-05-26T05:58:13Z,Caitlin not even close ty's went in
VHvRN6E7lZc,2025-05-26T05:51:55Z,Gold
VHvRN6E7lZc,2025-05-26T05:44:39Z,Tyler for sure.
VHvRN6E7lZc,2025-05-26T05:37:40Z,Coby
VHvRN6E7lZc,2025-05-26T05:28:39Z,Coby’s ball went in first
